Title,Animation,Description,External ID,Locale,Media,Module,Video
Exercise 2.3 – Independent Exercise,,Independent Exercise,exercise-2.3,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.3/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.3 – Exercício de Independente,,Exercício de Independente,exercise-2.3,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.3/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.4 – Independent Exercise,,Independent Exercise,exercise-2.4,en-US,,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.4 – Exercício de Independente,,Exercício de Independente,exercise-2.4,pt,,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.5 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-2.5,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.5/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.5 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-2.5,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.5/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.6 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-2.6,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.6/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.6 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-2.6,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.6/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.7 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-2.7,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.7/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.7 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-2.7,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.7/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.8 – Racket Feed and Assisted Exercise,,Racket Feed and Assisted Exercise,exercise-2.8,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.8/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.8 – Exercício de lançamento com a raquete e assistido,,Exercício de lançamento com a raquete e assistido,exercise-2.8,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.8/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.9 – Racket Feed and Assisted Exercise,,Racket Feed and Assisted Exercise,exercise-2.9,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.9/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.9 – Exercício de lançamento com a raquete e assistido,,Exercício de lançamento com a raquete e assistido,exercise-2.9,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.9/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.10 – Live-Ball and Assisted Exercise,,Live-Ball and Assisted Exercise,exercise-2.10,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.10/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.10 – Exercício de bola-viva e assistido,,Exercício de bola-viva e assistido,exercise-2.10,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.10/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.11 – Live-Ball and Assisted Exercise,,Live-Ball and Assisted Exercise,exercise-2.11,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.11/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.11 – Exercício de bola-viva e assistido,,Exercício de bola-viva e assistido,exercise-2.11,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.11/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.12 – Live-Ball Exercise with Assistant,,Live-Ball Exercise with Assistant,exercise-2.12,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.12/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.12 – Exercício de bola-viva com auxiliador,,Exercício de bola-viva com auxiliador,exercise-2.12,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.12/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.13 – Live-Ball Exercise,,Live-Ball Exercise,exercise-2.13,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.13/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.13 – Exercício de bola-viva,,Exercício de bola-viva,exercise-2.13,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.13/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.14 – Live-Ball Exercise,,Live-Ball Exercise,exercise-2.14,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.14/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.14 – Exercício de bola-viva,,Exercício de bola-viva,exercise-2.14,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.14/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.15 – Live-Ball Exercise,,Live-Ball Exercise,exercise-2.15,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.15/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.15 – Exercício de bola-viva,,Exercício de bola-viva,exercise-2.15,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.15/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.16 – Live-Ball Exercise Supported by Self-Feed,,Live-Ball Exercise Supported by Self-Feed,exercise-2.16,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.16/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.16 – Exercício de bola-viva suportada num auto lançamento,,Exercício de bola-viva suportada num auto lançamento,exercise-2.16,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.16/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.17 – Live-Ball Exercise Supported by Self-Feed,,Live-Ball Exercise Supported by Self-Feed,exercise-2.17,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.17/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.17 – Exercício de bola-viva suportada num auto lançamento,,Exercício de bola-viva suportada num auto lançamento,exercise-2.17,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.17/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.18 – Live-Ball Exercise Supported by Self-Feed,,Live-Ball Exercise Supported by Self-Feed,exercise-2.18,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.18/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.18 – Exercício de bola-viva suportada num auto lançamento,,Exercício de bola-viva suportada num auto lançamento,exercise-2.18,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.18/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.19 – Live-Ball Exercise Supported by Self-Feed,,Live-Ball Exercise Supported by Self-Feed,exercise-2.19,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.19/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.19 – Exercício de bola-viva suportada num auto lançamento,,Exercício de bola-viva suportada num auto lançamento,exercise-2.19,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.19/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.20 – Live-Ball Exercise Supported by Self-Feed,,Live-Ball Exercise Supported by Self-Feed,exercise-2.20,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.20/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.20 – Exercício de bola-viva suportada num auto lançamento,,Exercício de bola-viva suportada num auto lançamento,exercise-2.20,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.20/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.21 – Conditioned Game Exercises,,Conditioned Game Exercises,exercise-2.21,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.21/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.21 – Exercícios de jogos condicionados,,Exercícios de jogos condicionados,exercise-2.21,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.21/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.22 – Conditioned Game Exercises,,Conditioned Game Exercises,exercise-2.22,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.22/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.22 – Exercícios de jogos condicionados,,Exercícios de jogos condicionados,exercise-2.22,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.22/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.23 – Conditioned Game Exercises,,Conditioned Game Exercises,exercise-2.23,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.23/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.23 – Exercícios de jogos condicionados,,Exercícios de jogos condicionados,exercise-2.23,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.23/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.24 – Conditioned Game Exercises,,Conditioned Game Exercises,exercise-2.24,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.24/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.24 – Exercícios de Jogos Condicionados,,Exercícios de Jogos Condicionados,exercise-2.24,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.24/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.25 – Traditional School Exercises,,Traditional School Exercises,exercise-2.25,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.25/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.25 – Exercícios de Escola Tradicional,,Exercícios de Escola Tradicional,exercise-2.25,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.25/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.26 – Traditional School Exercises,,Traditional School Exercises,exercise-2.26,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.26/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.26 – Exercícios de escola tradicional,,Exercícios de escola tradicional,exercise-2.26,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.26/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.27 – Traditional School Exercises,,Traditional School Exercises,exercise-2.27,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.27/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.27 – Exercícios de escola tradicional,,Exercícios de escola tradicional,exercise-2.27,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.27/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.28 – Assisted Traditional School Exercises,,Assisted Traditional School Exercises,exercise-2.28,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.28/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.28 – Exercícios de escola tradicional assistido,,Exercícios de escola tradicional assistido,exercise-2.28,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.28/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.29 – Assisted Traditional School Exercises,,Assisted Traditional School Exercises,exercise-2.29,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.29/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.29 – Exercícios de escola tradicional assistido,,Exercícios de escola tradicional assistido,exercise-2.29,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.29/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.30 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.30,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.30/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.30 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.30,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.30/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.31 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.31,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.31/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.31 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.31,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.31/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.32 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.32,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.32/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.32 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.32,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.32/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.33 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.33,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.33/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.33 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.33,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.33/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.34 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.34,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.34/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.34 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.34,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.34/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.35 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.35,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.35/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.35 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.35,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.35/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 2.36 – Assisted Traditional School Exercises – Manual Feed,,Assisted Traditional School Exercises – Manual Feed,exercise-2.36,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.36/diagram.svg,Module 2 (https://app.notion.com/p/Module-2-39b6b2772ee4812092e6c5b9b96299e3?pvs=21),
Exercício 2.36 – Exercícios de escola tradicional assistido – Lançamento Manual,,Exercícios de escola tradicional assistido – Lançamento Manual,exercise-2.36,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-2.36/diagram.svg,Mesociclo 2 (https://app.notion.com/p/Mesociclo-2-39b6b2772ee48117a2f6c22577e2a60e?pvs=21),
Exercise 3.0 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.0,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.0/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.0 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.0,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.0/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.1 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.1,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.1/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.1 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.1,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.1/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.2 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.2,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.2/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.2 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.2,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.2/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.3 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.3,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.3/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.3 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.3,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.3/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.4 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.4,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.4/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.4 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.4,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.4/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.5 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.5,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.5/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.5 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.5,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.5/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
Exercise 3.6 – Traditional School: Racket Feed,,Traditional School: Racket Feed,exercise-3.6,en-US,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.6/diagram.svg,Module 3 (https://app.notion.com/p/Module-3-39b6b2772ee4817c839ffce08ddd6691?pvs=21),
Exercício 3.6 – Escola Tradicional: Lançamento com Raquete,,Escola Tradicional: Lançamento com Raquete,exercise-3.6,pt,https://qmngnefmhwigfkaxtmsa.supabase.co/storage/v1/object/public/course-content/exercises/exercise-3.6/diagram.svg,Mesociclo 3 (https://app.notion.com/p/Mesociclo-3-39b6b2772ee4816e90b1d22348cd30cc?pvs=21),
